Localidad,Estudiantes,Latitud,Longitud
Usaquén,93,4.748477,-74.146295
Fontibón,375,4.683132,-74.103209
Fontibón,460,4.693419,-74.103209
Chapinero,201,4.683132,-74.103209
Chapinero,463,4.683132,-74.057005
Fontibón,293,4.748477,-74.057005
Suba,103,4.693419,-74.146295
Suba,297,4.678601,-74.030012
Chapinero,217,4.693419,-74.103209
Chapinero,50,4.648283,-74.118
Engativá,478,4.683132,-74.103209
Engativá,157,4.748477,-74.146295
Fontibón,239,4.693419,-74.146295
Engativá,493,4.648283,-74.118
Engativá,489,4.748477,-74.146295
Fontibón,185,4.693419,-74.103209
Engativá,174,4.748477,-74.030012
Fontibón,190,4.693419,-74.146295
Chapinero,308,4.678601,-74.146295
Usaquén,51,4.748477,-74.146295
Chapinero,342,4.748477,-74.057005
Fontibón,167,4.748477,-74.118
Usaquén,373,4.683132,-74.146295
Engativá,408,4.693419,-74.146295
Fontibón,52,4.648283,-74.103209
Engativá,133,4.748477,-74.030012
Usaquén,391,4.678601,-74.146295
Suba,191,4.748477,-74.030012
Usaquén,66,4.678601,-74.146295
Fontibón,128,4.748477,-74.146295
Chapinero,309,4.648283,-74.030012
Fontibón,251,4.683132,-74.146295
Suba,229,4.683132,-74.118
Chapinero,383,4.693419,-74.146295
Fontibón,257,4.678601,-74.030012
Usaquén,273,4.748477,-74.057005
Usaquén,284,4.693419,-74.118
Engativá,307,4.678601,-74.118
Usaquén,78,4.693419,-74.146295
Suba,63,4.693419,-74.146295
Suba,266,4.678601,-74.146295
Suba,199,4.648283,-74.118
Engativá,414,4.693419,-74.103209
Fontibón,339,4.693419,-74.118
Usaquén,156,4.693419,-74.057005
Usaquén,270,4.648283,-74.103209
Usaquén,196,4.648283,-74.057005
Engativá,340,4.748477,-74.057005
Suba,50,4.693419,-74.146295
Usaquén,399,4.678601,-74.146295
Usaquén,129,4.648283,-74.057005
Chapinero,179,4.678601,-74.118
Fontibón,209,4.693419,-74.030012
Fontibón,411,4.678601,-74.146295
Engativá,108,4.678601,-74.057005
Fontibón,422,4.683132,-74.057005
Engativá,270,4.683132,-74.146295
Chapinero,181,4.683132,-74.103209
Suba,281,4.748477,-74.146295
Suba,124,4.678601,-74.103209
Engativá,73,4.683132,-74.103209
Chapinero,242,4.748477,-74.103209
Engativá,494,4.648283,-74.030012
Usaquén,261,4.683132,-74.103209
Fontibón,350,4.748477,-74.118
Suba,302,4.683132,-74.118
Suba,330,4.683132,-74.146295
Fontibón,304,4.693419,-74.146295
Chapinero,438,4.748477,-74.103209
Fontibón,393,4.648283,-74.118
Engativá,309,4.648283,-74.030012
Usaquén,395,4.683132,-74.146295
Fontibón,161,4.648283,-74.030012
Usaquén,409,4.683132,-74.103209
Suba,162,4.648283,-74.146295
Fontibón,285,4.683132,-74.146295
Fontibón,467,4.748477,-74.118
Engativá,137,4.748477,-74.118
Usaquén,76,4.648283,-74.057005
Suba,299,4.693419,-74.030012
Chapinero,202,4.648283,-74.057005
Suba,167,4.678601,-74.146295
Suba,425,4.678601,-74.103209
Chapinero,275,4.748477,-74.118
Fontibón,106,4.648283,-74.103209
Engativá,103,4.678601,-74.118
Usaquén,214,4.748477,-74.057005
Chapinero,77,4.678601,-74.103209
Chapinero,370,4.648283,-74.103209
Fontibón,296,4.683132,-74.103209
Chapinero,187,4.683132,-74.146295
Suba,297,4.678601,-74.118
Engativá,469,4.678601,-74.146295
Usaquén,361,4.678601,-74.057005
Engativá,160,4.693419,-74.030012
Usaquén,141,4.648283,-74.030012
Fontibón,85,4.683132,-74.118
Chapinero,201,4.678601,-74.057005
Fontibón,244,4.748477,-74.118
Usaquén,68,4.683132,-74.118
Usaquén,329,4.693419,-74.030012
Fontibón,235,4.683132,-74.118
Suba,397,4.683132,-74.057005
Chapinero,256,4.693419,-74.146295
Engativá,282,4.678601,-74.030012
Chapinero,258,4.678601,-74.103209
Suba,438,4.648283,-74.030012
Chapinero,117,4.683132,-74.030012
Engativá,420,4.748477,-74.057005
Chapinero,327,4.648283,-74.103209
Usaquén,331,4.748477,-74.030012
Suba,80,4.678601,-74.118
Chapinero,109,4.683132,-74.103209
Suba,370,4.648283,-74.030012
Chapinero,341,4.648283,-74.057005
Suba,481,4.748477,-74.146295
Chapinero,418,4.678601,-74.103209
Usaquén,301,4.648283,-74.030012
Usaquén,90,4.678601,-74.057005
Usaquén,318,4.648283,-74.103209
Usaquén,361,4.683132,-74.146295
Fontibón,500,4.693419,-74.030012
Chapinero,334,4.683132,-74.030012
Chapinero,197,4.693419,-74.146295
Usaquén,420,4.678601,-74.030012
Suba,82,4.693419,-74.118
Fontibón,52,4.693419,-74.118
Engativá,245,4.648283,-74.146295
Engativá,241,4.683132,-74.030012
Suba,140,4.678601,-74.057005
Engativá,393,4.683132,-74.118
Fontibón,63,4.648283,-74.146295
Engativá,255,4.683132,-74.103209
Fontibón,497,4.678601,-74.030012
Usaquén,286,4.678601,-74.103209
Fontibón,261,4.648283,-74.057005
Usaquén,222,4.693419,-74.030012
Fontibón,357,4.648283,-74.057005
Fontibón,417,4.648283,-74.103209
Chapinero,386,4.648283,-74.118
Suba,389,4.678601,-74.118
Engativá,187,4.683132,-74.146295
Chapinero,128,4.693419,-74.146295
Suba,59,4.648283,-74.118
Usaquén,185,4.648283,-74.057005
Usaquén,488,4.683132,-74.146295
Suba,116,4.693419,-74.030012
Suba,120,4.693419,-74.030012
Fontibón,485,4.683132,-74.103209
Usaquén,339,4.683132,-74.030012
Chapinero,82,4.693419,-74.030012
Engativá,461,4.648283,-74.030012
Engativá,438,4.683132,-74.118
Suba,110,4.683132,-74.057005
Fontibón,401,4.678601,-74.103209
Engativá,471,4.748477,-74.030012
Chapinero,194,4.693419,-74.057005
Usaquén,55,4.648283,-74.103209
Chapinero,476,4.648283,-74.146295
Fontibón,227,4.693419,-74.103209
Usaquén,241,4.683132,-74.030012
Usaquén,252,4.683132,-74.118
Chapinero,290,4.748477,-74.118
Chapinero,340,4.748477,-74.146295
Chapinero,443,4.648283,-74.118
Engativá,381,4.748477,-74.057005
Suba,436,4.693419,-74.103209
Engativá,119,4.678601,-74.057005
Chapinero,55,4.683132,-74.030012
Fontibón,427,4.748477,-74.118
Chapinero,300,4.693419,-74.146295
Chapinero,423,4.683132,-74.118
Engativá,366,4.648283,-74.146295
Fontibón,339,4.683132,-74.030012
Chapinero,498,4.678601,-74.118
Suba,487,4.748477,-74.146295
Usaquén,494,4.748477,-74.146295
Usaquén,257,4.693419,-74.057005
Engativá,119,4.648283,-74.030012
Usaquén,86,4.683132,-74.118
Fontibón,336,4.693419,-74.118
Usaquén,406,4.678601,-74.118
Usaquén,369,4.648283,-74.103209
Suba,409,4.683132,-74.103209
Chapinero,342,4.648283,-74.030012
Chapinero,174,4.748477,-74.057005
Chapinero,421,4.678601,-74.118
Suba,339,4.648283,-74.057005
Usaquén,223,4.683132,-74.118
Engativá,275,4.678601,-74.057005
Chapinero,129,4.678601,-74.030012
Engativá,413,4.683132,-74.057005
Fontibón,191,4.683132,-74.030012
Usaquén,294,4.648283,-74.057005
Suba,445,4.683132,-74.118
Engativá,185,4.693419,-74.057005
Engativá,201,4.683132,-74.057005
Usaquén,475,4.693419,-74.103209
Suba,481,4.693419,-74.146295
Suba,276,4.678601,-74.118
Suba,212,4.693419,-74.030012
Engativá,423,4.748477,-74.057005
Engativá,385,4.683132,-74.146295
Usaquén,111,4.678601,-74.103209
Chapinero,351,4.748477,-74.146295
Usaquén,480,4.683132,-74.146295
Engativá,132,4.648283,-74.103209
Suba,417,4.683132,-74.118
Fontibón,406,4.648283,-74.103209
Fontibón,269,4.683132,-74.118
Suba,298,4.683132,-74.103209
Fontibón,147,4.648283,-74.103209
Fontibón,384,4.748477,-74.118
Fontibón,204,4.693419,-74.103209
Usaquén,102,4.683132,-74.146295
Engativá,122,4.748477,-74.103209
Usaquén,223,4.678601,-74.030012
Engativá,395,4.683132,-74.057005
Suba,104,4.648283,-74.146295
Fontibón,442,4.648283,-74.118
Fontibón,456,4.678601,-74.103209
Suba,204,4.678601,-74.057005
Fontibón,113,4.678601,-74.057005
Engativá,413,4.748477,-74.103209
Suba,318,4.683132,-74.146295
Usaquén,484,4.748477,-74.057005
Suba,131,4.748477,-74.118
Engativá,138,4.683132,-74.030012
Engativá,444,4.648283,-74.030012
Fontibón,98,4.748477,-74.057005
Chapinero,58,4.678601,-74.103209
Chapinero,133,4.683132,-74.103209
Fontibón,62,4.748477,-74.057005
Engativá,162,4.693419,-74.030012
Suba,450,4.683132,-74.103209
Usaquén,394,4.678601,-74.030012
Fontibón,164,4.693419,-74.103209
Usaquén,425,4.748477,-74.146295
Chapinero,478,4.648283,-74.118
Chapinero,93,4.678601,-74.146295
Suba,402,4.748477,-74.118
Suba,315,4.683132,-74.030012
Usaquén,234,4.693419,-74.118
Suba,138,4.678601,-74.118
Usaquén,229,4.648283,-74.118
Chapinero,436,4.683132,-74.030012
Fontibón,154,4.648283,-74.103209
Engativá,391,4.678601,-74.146295
Fontibón,245,4.693419,-74.057005
Engativá,396,4.648283,-74.146295
Suba,439,4.748477,-74.057005
Chapinero,69,4.748477,-74.057005
Fontibón,422,4.678601,-74.103209
Chapinero,207,4.678601,-74.103209
Suba,473,4.678601,-74.118
Fontibón,448,4.678601,-74.057005
Suba,129,4.693419,-74.146295
Fontibón,72,4.748477,-74.057005
Suba,191,4.648283,-74.030012
Fontibón,316,4.683132,-74.030012
Usaquén,50,4.748477,-74.103209
Engativá,333,4.693419,-74.057005
Fontibón,281,4.683132,-74.057005
Engativá,450,4.678601,-74.057005
Fontibón,196,4.648283,-74.103209
Usaquén,250,4.748477,-74.057005
Suba,197,4.648283,-74.103209
Engativá,254,4.678601,-74.146295
Chapinero,481,4.648283,-74.118
Suba,74,4.683132,-74.030012
Suba,311,4.648283,-74.030012
Fontibón,439,4.683132,-74.057005
Usaquén,286,4.678601,-74.103209
Usaquén,173,4.683132,-74.118
Engativá,443,4.648283,-74.030012
Fontibón,278,4.748477,-74.103209
Engativá,84,4.748477,-74.057005
Engativá,82,4.748477,-74.146295
Usaquén,173,4.693419,-74.103209
Suba,226,4.678601,-74.118
Usaquén,127,4.693419,-74.146295
Chapinero,244,4.678601,-74.030012
Engativá,81,4.678601,-74.118
Usaquén,256,4.678601,-74.030012
Engativá,386,4.748477,-74.030012
Usaquén,447,4.678601,-74.146295
Suba,323,4.678601,-74.030012
Engativá,59,4.748477,-74.118
Fontibón,141,4.748477,-74.030012
Chapinero,413,4.683132,-74.057005
Usaquén,50,4.678601,-74.030012
Engativá,337,4.678601,-74.057005
Engativá,93,4.683132,-74.057005
Engativá,274,4.693419,-74.118
Usaquén,410,4.748477,-74.118
Usaquén,318,4.678601,-74.103209
Engativá,57,4.678601,-74.030012
Suba,67,4.683132,-74.103209
Suba,431,4.648283,-74.030012
Suba,473,4.683132,-74.118
Fontibón,372,4.683132,-74.057005
Suba,149,4.683132,-74.146295
Fontibón,268,4.693419,-74.118
Chapinero,212,4.678601,-74.146295
Suba,416,4.648283,-74.118
Suba,185,4.648283,-74.030012
Suba,71,4.648283,-74.118
Usaquén,427,4.748477,-74.103209
Fontibón,144,4.648283,-74.118
Chapinero,142,4.678601,-74.146295
Engativá,149,4.693419,-74.057005
Engativá,368,4.678601,-74.118
Fontibón,177,4.648283,-74.030012
Chapinero,478,4.748477,-74.146295
Chapinero,387,4.748477,-74.057005
Fontibón,262,4.683132,-74.146295
Fontibón,480,4.683132,-74.118
Chapinero,334,4.748477,-74.030012
Fontibón,437,4.748477,-74.057005
Chapinero,82,4.693419,-74.118
Usaquén,269,4.683132,-74.030012
Chapinero,338,4.648283,-74.057005
Chapinero,319,4.683132,-74.118
Engativá,421,4.748477,-74.057005
Suba,160,4.748477,-74.030012
Fontibón,333,4.683132,-74.030012
Suba,271,4.748477,-74.030012
Fontibón,111,4.748477,-74.118
Usaquén,429,4.748477,-74.030012
Engativá,145,4.648283,-74.146295
Usaquén,400,4.678601,-74.146295
Engativá,210,4.648283,-74.057005
Engativá,183,4.693419,-74.057005
Suba,316,4.648283,-74.030012
Suba,316,4.693419,-74.118
Usaquén,184,4.648283,-74.103209
Usaquén,62,4.693419,-74.030012
Usaquén,405,4.693419,-74.118
Chapinero,234,4.693419,-74.030012
Chapinero,90,4.648283,-74.030012
Suba,386,4.683132,-74.030012
Fontibón,496,4.683132,-74.103209
Fontibón,255,4.678601,-74.103209
Fontibón,181,4.678601,-74.057005
Chapinero,422,4.683132,-74.146295
Chapinero,76,4.693419,-74.146295
Chapinero,472,4.678601,-74.057005
Suba,149,4.683132,-74.030012
Usaquén,211,4.693419,-74.118
Fontibón,132,4.648283,-74.118
Suba,455,4.648283,-74.103209
Engativá,441,4.648283,-74.030012
Chapinero,120,4.678601,-74.146295
Fontibón,164,4.683132,-74.118
Fontibón,349,4.748477,-74.146295
Usaquén,403,4.748477,-74.146295
Suba,208,4.748477,-74.057005
Suba,321,4.693419,-74.030012
Fontibón,145,4.648283,-74.118
Engativá,354,4.678601,-74.103209
Chapinero,240,4.693419,-74.146295
Chapinero,387,4.678601,-74.146295
Chapinero,97,4.683132,-74.103209
Chapinero,167,4.683132,-74.118
Usaquén,294,4.678601,-74.146295
Chapinero,129,4.693419,-74.103209
Engativá,432,4.748477,-74.030012
Chapinero,93,4.683132,-74.118
Usaquén,380,4.683132,-74.030012
Engativá,498,4.748477,-74.030012
Fontibón,111,4.648283,-74.146295
Engativá,113,4.748477,-74.057005
Engativá,336,4.693419,-74.057005
Engativá,292,4.693419,-74.030012
Usaquén,251,4.748477,-74.030012
Usaquén,115,4.683132,-74.057005
Engativá,325,4.683132,-74.118
Engativá,165,4.683132,-74.118
Chapinero,141,4.748477,-74.118
Engativá,169,4.683132,-74.057005
Usaquén,276,4.648283,-74.057005
Chapinero,171,4.748477,-74.030012
Suba,97,4.648283,-74.103209
Fontibón,164,4.748477,-74.030012
Usaquén,309,4.748477,-74.030012
Usaquén,461,4.748477,-74.030012
Suba,240,4.693419,-74.118
Engativá,356,4.648283,-74.057005
Usaquén,59,4.678601,-74.118
Fontibón,265,4.678601,-74.057005
Usaquén,272,4.678601,-74.118
Chapinero,55,4.678601,-74.146295
Chapinero,314,4.678601,-74.057005
Chapinero,183,4.748477,-74.057005
Fontibón,305,4.648283,-74.146295
Suba,250,4.683132,-74.103209
Fontibón,125,4.748477,-74.118
Fontibón,167,4.693419,-74.103209
Engativá,424,4.683132,-74.146295
Fontibón,493,4.693419,-74.057005
Fontibón,144,4.693419,-74.146295
Usaquén,141,4.683132,-74.118
Chapinero,435,4.748477,-74.057005
Fontibón,446,4.748477,-74.103209
Suba,61,4.648283,-74.030012
Engativá,468,4.648283,-74.146295
Suba,457,4.748477,-74.146295
Engativá,81,4.748477,-74.030012
Usaquén,329,4.748477,-74.057005
Suba,433,4.693419,-74.030012
Engativá,393,4.683132,-74.118
Fontibón,95,4.648283,-74.030012
Engativá,135,4.683132,-74.118
Chapinero,205,4.693419,-74.030012
Engativá,413,4.678601,-74.057005
Suba,64,4.748477,-74.057005
Fontibón,233,4.748477,-74.030012
Suba,157,4.748477,-74.103209
Suba,403,4.693419,-74.118
Chapinero,52,4.678601,-74.030012
Engativá,218,4.678601,-74.118
Usaquén,386,4.648283,-74.146295
Usaquén,309,4.748477,-74.103209
Suba,228,4.748477,-74.146295
Usaquén,155,4.693419,-74.146295
Chapinero,279,4.693419,-74.057005
Chapinero,452,4.678601,-74.103209
Fontibón,188,4.648283,-74.030012
Suba,363,4.683132,-74.146295
Fontibón,478,4.683132,-74.030012
Chapinero,266,4.748477,-74.146295
Suba,168,4.748477,-74.118
Suba,138,4.693419,-74.146295
Chapinero,251,4.678601,-74.146295
Usaquén,460,4.748477,-74.057005
Fontibón,279,4.678601,-74.146295
Fontibón,281,4.648283,-74.146295
Engativá,207,4.693419,-74.103209
Usaquén,286,4.648283,-74.118
Fontibón,316,4.678601,-74.146295
Suba,290,4.678601,-74.030012
Suba,239,4.693419,-74.103209
Suba,51,4.648283,-74.118
Suba,417,4.678601,-74.118
Chapinero,182,4.648283,-74.030012
Usaquén,51,4.693419,-74.057005
Chapinero,400,4.748477,-74.103209
Suba,440,4.683132,-74.057005
Chapinero,240,4.678601,-74.057005
Usaquén,113,4.683132,-74.030012
Usaquén,67,4.648283,-74.146295
Suba,90,4.683132,-74.118
Chapinero,428,4.693419,-74.118
Engativá,135,4.678601,-74.030012
Engativá,189,4.748477,-74.103209
Chapinero,403,4.683132,-74.030012
Usaquén,117,4.648283,-74.057005
Usaquén,122,4.683132,-74.103209
Usaquén,261,4.748477,-74.118
Fontibón,146,4.748477,-74.146295
Chapinero,206,4.683132,-74.057005
Engativá,324,4.678601,-74.103209
Fontibón,242,4.648283,-74.030012
Suba,488,4.748477,-74.057005
Chapinero,486,4.748477,-74.057005
Usaquén,385,4.678601,-74.057005
Engativá,308,4.648283,-74.030012
Chapinero,84,4.748477,-74.146295
Fontibón,452,4.683132,-74.030012
Usaquén,392,4.683132,-74.030012
Engativá,296,4.683132,-74.057005
Suba,357,4.693419,-74.057005
Suba,133,4.683132,-74.103209
Engativá,280,4.693419,-74.118
Chapinero,410,4.648283,-74.103209
Usaquén,141,4.683132,-74.030012
Usaquén,190,4.678601,-74.103209
Chapinero,217,4.748477,-74.103209
Engativá,452,4.683132,-74.103209
Engativá,104,4.748477,-74.103209
Suba,236,4.693419,-74.146295
Chapinero,242,4.748477,-74.146295
Usaquén,84,4.678601,-74.057005
Usaquén,57,4.683132,-74.103209
Chapinero,426,4.678601,-74.030012
Engativá,53,4.648283,-74.118
Fontibón,412,4.678601,-74.103209
Usaquén,351,4.693419,-74.146295
Fontibón,71,4.648283,-74.146295
Usaquén,408,4.648283,-74.146295
Suba,500,4.748477,-74.030012
Usaquén,500,4.683132,-74.146295
Usaquén,50,4.693419,-74.118
Fontibón,79,4.648283,-74.146295
Suba,154,4.748477,-74.146295
Suba,387,4.683132,-74.030012
Suba,84,4.693419,-74.030012
Suba,264,4.693419,-74.118
Engativá,90,4.648283,-74.146295
Fontibón,96,4.748477,-74.057005
Usaquén,359,4.678601,-74.103209
Suba,223,4.693419,-74.103209
Fontibón,162,4.748477,-74.118
Fontibón,354,4.648283,-74.118
Engativá,416,4.748477,-74.146295
Usaquén,266,4.693419,-74.030012
Chapinero,427,4.693419,-74.118
Usaquén,160,4.693419,-74.118
Usaquén,403,4.678601,-74.030012
Chapinero,425,4.693419,-74.103209
Usaquén,127,4.683132,-74.146295
Engativá,74,4.748477,-74.103209
Fontibón,476,4.683132,-74.057005
Suba,184,4.678601,-74.103209
Fontibón,374,4.648283,-74.057005
Suba,454,4.693419,-74.030012
Engativá,99,4.683132,-74.103209
Fontibón,461,4.693419,-74.103209
Engativá,207,4.648283,-74.103209
Suba,218,4.648283,-74.103209
Engativá,280,4.693419,-74.103209
Chapinero,323,4.648283,-74.030012
Chapinero,437,4.693419,-74.118
Suba,148,4.683132,-74.030012
Engativá,236,4.683132,-74.103209
Chapinero,325,4.693419,-74.146295
Engativá,244,4.648283,-74.118
Usaquén,420,4.748477,-74.118
Chapinero,367,4.748477,-74.146295
Chapinero,246,4.683132,-74.118
Engativá,158,4.678601,-74.057005
Chapinero,248,4.693419,-74.118
Fontibón,137,4.748477,-74.057005
Engativá,171,4.683132,-74.103209
Fontibón,449,4.748477,-74.146295
Fontibón,107,4.678601,-74.057005
Fontibón,202,4.748477,-74.057005
Suba,72,4.693419,-74.146295
Fontibón,466,4.683132,-74.146295
Engativá,110,4.648283,-74.030012
Usaquén,120,4.693419,-74.146295
Engativá,436,4.683132,-74.057005
Fontibón,216,4.648283,-74.118
Usaquén,128,4.678601,-74.146295
Engativá,108,4.748477,-74.103209
Suba,479,4.683132,-74.118
Engativá,482,4.693419,-74.057005
Usaquén,59,4.748477,-74.118
Usaquén,92,4.683132,-74.103209
Engativá,157,4.683132,-74.103209
Suba,277,4.748477,-74.118
Usaquén,318,4.748477,-74.103209
Suba,83,4.693419,-74.103209
Suba,134,4.648283,-74.030012
Chapinero,114,4.678601,-74.103209
Fontibón,105,4.693419,-74.118
Fontibón,439,4.678601,-74.057005
Chapinero,92,4.683132,-74.146295
Usaquén,359,4.648283,-74.030012
Suba,146,4.693419,-74.146295
Chapinero,482,4.678601,-74.118
Chapinero,296,4.683132,-74.146295
Usaquén,474,4.648283,-74.103209
Usaquén,163,4.683132,-74.103209
Suba,339,4.678601,-74.103209
Usaquén,65,4.648283,-74.057005
Engativá,144,4.678601,-74.030012
Engativá,130,4.678601,-74.118
Chapinero,224,4.693419,-74.057005
Chapinero,245,4.648283,-74.118
Fontibón,397,4.678601,-74.103209
Usaquén,441,4.678601,-74.057005
Fontibón,235,4.678601,-74.118
Usaquén,247,4.678601,-74.118
Suba,215,4.693419,-74.103209
Fontibón,358,4.648283,-74.118
Chapinero,73,4.683132,-74.118
Usaquén,386,4.748477,-74.146295
Fontibón,147,4.683132,-74.057005
Usaquén,362,4.678601,-74.103209
Usaquén,381,4.648283,-74.057005
Chapinero,123,4.648283,-74.030012
Usaquén,343,4.683132,-74.146295
Suba,195,4.693419,-74.118
Fontibón,155,4.693419,-74.118
Engativá,417,4.648283,-74.103209
Engativá,51,4.693419,-74.146295
Fontibón,487,4.678601,-74.118
Engativá,372,4.693419,-74.030012
Fontibón,417,4.693419,-74.103209
Chapinero,298,4.748477,-74.118
Engativá,414,4.648283,-74.057005
Chapinero,216,4.748477,-74.030012
Chapinero,380,4.648283,-74.146295
Fontibón,419,4.693419,-74.057005
Fontibón,221,4.683132,-74.030012
Usaquén,410,4.678601,-74.103209
Chapinero,268,4.693419,-74.030012
Engativá,492,4.678601,-74.103209
Fontibón,195,4.648283,-74.146295
Chapinero,362,4.683132,-74.146295
Suba,59,4.683132,-74.118
Fontibón,142,4.678601,-74.057005
Engativá,293,4.648283,-74.103209
Chapinero,312,4.683132,-74.030012
Usaquén,144,4.678601,-74.146295
Suba,245,4.683132,-74.118
Fontibón,133,4.748477,-74.118
Engativá,179,4.748477,-74.146295
Usaquén,372,4.748477,-74.118
Usaquén,473,4.678601,-74.057005
Fontibón,390,4.693419,-74.057005
Engativá,308,4.678601,-74.103209
Engativá,115,4.693419,-74.030012
Engativá,81,4.648283,-74.103209
Engativá,457,4.648283,-74.057005
Fontibón,132,4.693419,-74.118
Suba,165,4.693419,-74.057005
Usaquén,171,4.648283,-74.146295
Suba,57,4.678601,-74.146295
Usaquén,418,4.683132,-74.146295
Engativá,308,4.683132,-74.030012
Chapinero,355,4.748477,-74.103209
Engativá,294,4.648283,-74.103209
Engativá,211,4.678601,-74.030012
Usaquén,494,4.748477,-74.057005
Chapinero,95,4.693419,-74.118
Suba,165,4.678601,-74.030012
Fontibón,251,4.693419,-74.030012
Engativá,323,4.748477,-74.146295
Chapinero,238,4.648283,-74.146295
Chapinero,171,4.693419,-74.057005
Suba,420,4.648283,-74.057005
Engativá,477,4.683132,-74.030012
Engativá,284,4.678601,-74.118
Engativá,81,4.683132,-74.146295
Suba,478,4.648283,-74.103209
Suba,200,4.648283,-74.103209
Engativá,309,4.683132,-74.118
Fontibón,118,4.678601,-74.057005
Suba,83,4.683132,-74.103209
Engativá,231,4.683132,-74.057005
Suba,191,4.678601,-74.103209
Fontibón,395,4.648283,-74.103209
Engativá,351,4.748477,-74.146295
Fontibón,406,4.748477,-74.057005
Chapinero,239,4.693419,-74.057005
Usaquén,209,4.683132,-74.057005
Suba,473,4.683132,-74.030012
Engativá,352,4.748477,-74.103209
Fontibón,70,4.693419,-74.030012
Suba,362,4.693419,-74.146295
Suba,453,4.683132,-74.057005
Usaquén,404,4.683132,-74.103209
Chapinero,152,4.693419,-74.057005
Fontibón,226,4.648283,-74.057005
Fontibón,193,4.748477,-74.103209
Fontibón,495,4.693419,-74.030012
Chapinero,370,4.683132,-74.057005
Fontibón,147,4.683132,-74.030012
Fontibón,166,4.683132,-74.103209
Engativá,480,4.748477,-74.118
Chapinero,177,4.678601,-74.118
Suba,181,4.683132,-74.118
Chapinero,237,4.648283,-74.057005
Suba,179,4.748477,-74.146295
Fontibón,168,4.683132,-74.057005
Fontibón,250,4.748477,-74.146295
Chapinero,337,4.648283,-74.103209
Fontibón,373,4.648283,-74.146295
Engativá,324,4.693419,-74.146295
Usaquén,487,4.748477,-74.030012
Engativá,408,4.648283,-74.146295
Chapinero,55,4.678601,-74.030012
Engativá,392,4.683132,-74.030012
Engativá,90,4.693419,-74.057005
Fontibón,76,4.678601,-74.103209
Usaquén,305,4.648283,-74.118
Chapinero,407,4.748477,-74.146295
Usaquén,96,4.683132,-74.146295
Fontibón,315,4.678601,-74.103209
Usaquén,160,4.748477,-74.146295
Engativá,408,4.648283,-74.030012
Chapinero,292,4.683132,-74.118
Usaquén,324,4.683132,-74.103209
Engativá,224,4.648283,-74.103209
Suba,295,4.748477,-74.146295
Chapinero,68,4.748477,-74.057005
Engativá,216,4.748477,-74.118
Engativá,311,4.648283,-74.118
Suba,157,4.678601,-74.146295
Fontibón,87,4.648283,-74.118
Chapinero,315,4.683132,-74.057005
Chapinero,417,4.648283,-74.030012
Chapinero,285,4.693419,-74.030012
Suba,181,4.693419,-74.146295
Engativá,350,4.683132,-74.146295
Fontibón,360,4.678601,-74.118
Suba,94,4.648283,-74.103209
Suba,465,4.648283,-74.146295
Engativá,440,4.678601,-74.103209
Engativá,489,4.683132,-74.030012
Usaquén,129,4.678601,-74.057005
Usaquén,197,4.693419,-74.057005
Chapinero,460,4.678601,-74.146295
Suba,377,4.748477,-74.118
Suba,194,4.648283,-74.103209
Chapinero,348,4.693419,-74.146295
Chapinero,334,4.683132,-74.030012
Suba,415,4.693419,-74.030012
Engativá,308,4.748477,-74.118
Suba,146,4.648283,-74.118
Suba,443,4.693419,-74.103209
Chapinero,371,4.648283,-74.103209
Suba,144,4.683132,-74.118
Usaquén,281,4.693419,-74.030012
Fontibón,486,4.748477,-74.146295
Suba,265,4.683132,-74.103209
Chapinero,453,4.648283,-74.146295
Chapinero,101,4.648283,-74.118
Fontibón,435,4.648283,-74.118
Fontibón,294,4.748477,-74.118
Usaquén,407,4.683132,-74.118
Chapinero,292,4.693419,-74.103209
Fontibón,218,4.748477,-74.057005
Usaquén,229,4.678601,-74.030012
Engativá,344,4.683132,-74.057005
Usaquén,424,4.678601,-74.057005
Fontibón,267,4.678601,-74.030012
Chapinero,269,4.748477,-74.057005
Fontibón,485,4.683132,-74.030012
Chapinero,100,4.678601,-74.146295
Fontibón,231,4.678601,-74.057005
Usaquén,467,4.678601,-74.103209
Chapinero,234,4.683132,-74.103209
Usaquén,68,4.683132,-74.057005
Fontibón,328,4.748477,-74.030012
Chapinero,239,4.683132,-74.118
Suba,493,4.648283,-74.103209
Usaquén,74,4.693419,-74.103209
Chapinero,139,4.648283,-74.057005
Chapinero,55,4.693419,-74.146295
Engativá,378,4.683132,-74.118
Engativá,189,4.678601,-74.057005
Chapinero,386,4.683132,-74.146295
Suba,246,4.693419,-74.057005
Suba,437,4.748477,-74.057005
Suba,215,4.683132,-74.057005
Chapinero,402,4.683132,-74.146295
Usaquén,164,4.678601,-74.118
Engativá,62,4.683132,-74.030012
Usaquén,159,4.648283,-74.103209
Fontibón,324,4.648283,-74.057005
Engativá,443,4.678601,-74.057005
Suba,98,4.648283,-74.030012
Chapinero,324,4.683132,-74.146295
Fontibón,137,4.648283,-74.103209
Usaquén,152,4.693419,-74.146295
Chapinero,139,4.648283,-74.057005
Usaquén,182,4.648283,-74.146295
Suba,320,4.748477,-74.103209
Fontibón,351,4.693419,-74.057005
Chapinero,388,4.748477,-74.057005
Usaquén,240,4.748477,-74.057005
Suba,229,4.648283,-74.057005
Chapinero,114,4.683132,-74.118
Suba,151,4.678601,-74.030012
